compound_food,revised_taxonomy_id,id,name,name_scientific,description,itis_id,wikipedia_id,picture_file_name,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb,public_id
1,,683,Marshmallow,,"Marshmallow is a confection that, in its modern form, typically consists of sugar and/or corn syrup, water, and gelatin, whipped to a spongy consistency and coated with corn starch. Some marshmallow recipes call for eggs. This confection is the modern version of a medicinal confection made from Althaea officinalis, the marshmallow plant.",,Marshmallow,683.jpg,image/jpeg,60074,2012-04-20 09:36:48 UTC,,Confectioneries,Candies,Type 2,2011-12-06 16:47:38 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,FALSE,FOOD00662
0,9913,684,Gelatin,,"Gelatin is a translucent, colorless, brittle (when dry), flavorless solid substance, derived from the collagen inside animals' skin and bones. It is commonly used as a gelling agent in food. It is found in some gummy candies as well as other products such as marshmallows, gelatin dessert, and some low-fat yogurt. Household gelatin comes in the form of sheets, granules, or powder. Instant types can be added to the food as they are; others need to be soaked in water beforehand. [Wikipedia]",,Gelatin,684.jpg,image/jpeg,64556,2012-04-20 09:37:04 UTC,,Baking goods,Baking goods,Type 2,2011-12-06 16:48:12 UTC,2019-12-11 19:38:15 UTC,2,2,FALSE,specific,,FALSE,FOOD00663
1,,685,Water,,"Water is a chemical compound with the chemical formula H2O. A water molecule contains one oxygen and two hydrogen atoms connected by covalent bonds. Water is a liquid at standard ambient temperature and pressure, but it often co-exists on Earth with its solid state, ice, and gaseous state. Water also exists in a liquid crystal state near hydrophilic surfaces. Water covers 71% of the Earth's surface, and is vital for all known forms of life. On Earth, 96.5% of the planet's water is found in oceans, 1.7% in groundwater, 1.7% in glaciers and the ice caps of Antarctica and Greenland, a small fraction in other large water bodies, and 0.001% in the air as vapor, clouds (formed of solid and liquid water particles suspended in air), and precipitation. Only 2.5% of the Earth's water is freshwater, and 98.8% of that water is in ice and groundwater. Less than 0.3% of all freshwater is in rivers, lakes, and the atmosphere, and an even smaller amount of the Earth's freshwater (0.003%) is contained within biological bodies and manufactured products. Water on Earth moves continually through the hydrological cycle of evaporation and transpiration, condensation, precipitation, and runoff, usually reaching the sea. Evaporation and transpiration contribute to the precipitation over land. Safe drinking water is essential to humans and other lifeforms even though it provides no calories or organic nutrients. Access to safe drinking water has improved over the last decades in almost every part of the world, but approximately one billion people still lack access to safe water and over 2.5 billion lack access to adequate sanitation. There is a clear correlation between access to safe water and GDP per capita. However, some observers have estimated that by 2025 more than half of the world population will be facing water-based vulnerability. A recent report (November 2009) suggests that by 2030, in some developing regions of the world, water demand will exceed supply by 50%. Water plays an important role in the world economy, as it functions as a solvent for a wide variety of chemical substances and facilitates industrial cooling and transportation. Approximately 70% of the fresh water used by humans goes to agriculture.",,Water,685.jpg,image/jpeg,33633,2012-04-20 09:30:04 UTC,,Beverages,Waters,Type 2,2011-12-06 16:48:34 UTC,2019-12-11 19:38:18 UTC,2,2,FALSE,specific,,FALSE,FOOD00664
1,,686,Other fish product,,"Fish and fish products are consumed as food all over the world. With other seafoods, it provides the world's prime source of high-quality protein: 14?16 percent of the animal protein consumed worldwide. Over one billion people rely on fish as their primary source of animal protein.
Fish and other aquatic organisms are also processed into various food and non-food products.",,Fish_products,686.jpg,image/jpeg,61953,2012-04-20 09:39:02 UTC,,Aquatic foods,Fish products,Type 2,2011-12-06 16:48:46 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,FALSE,FOOD00665
0,,687,Milk (Human),,"Milk is a white liquid produced by the mammary glands of mammals. It is the primary source of nutrition for young mammals before they are able to digest other types of food. Early-lactation milk contains colostrum, which carries the mother's antibodies to the baby and can reduce the risk of many diseases in the baby. It also contains many other nutrients.",,Milk,687.jpg,image/jpeg,402137,2012-04-20 09:34:01 UTC,,Milk and milk products,Unfermented milks,Type 2,2011-12-06 16:49:02 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,TRUE,FOOD00666
1,,689,Other beverage,,,,,689.jpg,image/jpeg,53294,2012-04-20 09:39:15 UTC,,Beverages,Other beverages,Type 2,2011-12-06 16:49:26 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,FALSE,FOOD00667
1,,690,Baby food,,"Baby food is any soft, easily consumed food, other than breastmilk or infant formula, that is made specifically for infants, roughly between the ages of four to six months to 2 years. The food comes in multiple varieties and tastes may be table food that the rest of the family is eating that has been mashed or otherwise broken down or can be purchased prepared from manufacturers.",,Baby food,690.jpg,image/jpeg,19607,2012-04-20 09:30:40 UTC,,Baby foods,Baby foods,Type 2,2011-12-06 16:49:38 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,FALSE,FOOD00668
1,,691,Dumpling,,"Dumplings are cooked balls of dough. They are based on flour, potatoes or bread, and may include meat, fish, vegetables, or sweets. They may be cooked by boiling, steaming, simmering, frying, or baking. They may have a filling, or there may be other ingredients mixed into the dough. Dumplings may be sweet or spicy. They can be eaten by themselves, in soups or stews, with gravy, or in any other way. [Wikipedia]",,Dumpling,691.jpg,image/jpeg,60065,2012-04-20 09:43:42 UTC,,Dishes,Other dishes,Type 2,2011-12-06 16:49:50 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,FALSE,FOOD00669
1,,692,Soup,,"Soup is a generally warm food that is made by combining ingredients such as meat and vegetables with stock, juice, water, or another liquid. Hot soups are additionally characterized by boiling solid ingredients in liquids in a pot until the flavors are extracted, forming a broth. Soups are similar to stews, and in some cases there may not be a clear distinction between the two; however, soups generally have more liquid than stews. Here is a """"list of soups"""":http://en.wikipedia.org/wiki/List_of_soups. [Wikipedia]",,Soup,692.jpg,image/jpeg,1693658,2012-04-20 09:29:21 UTC,,Dishes,Other dishes,Type 2,2011-12-06 16:50:21 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,FALSE,FOOD00670
1,,693,Other vegetable product,,,,,693.jpg,image/jpeg,3855,2012-04-20 09:32:35 UTC,,Vegetables,Vegetable products,Type 2,2011-12-06 16:50:36 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,FALSE,FOOD00671
1,,694,Unclassified food or beverage,,,,,694.jpg,image/jpeg,110231,2012-04-20 09:38:20 UTC,,Unclassified,Unclassified,Type 2,2011-12-06 16:50:49 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,FALSE,FOOD00672
1,,695,Syrup,,"In cooking, a syrup or sirup is a thick, viscous liquid consisting primarily of a solution of sugar in water, containing a large amount of dissolved sugars but showing little tendency to deposit crystals. The viscosity arises from the multiple hydrogen bonds between the dissolved sugar, which has many hydroxyl (OH) groups, and the water. Syrups can be made by dissolving sugar in water or by reducing naturally sweet juices such as cane juice, sorghum juice, or maple sap. Corn syrup is made from corn starch using an enzymatic process that converts it to sugars. Technically and scientifically, the term syrup is also employed to denote viscous, generally residual, liquids, containing substances other than sugars in solution.",,Syrup,695.jpg,image/jpeg,49413,2012-04-20 09:39:40 UTC,,Baking goods,Baking goods,Type 2,2011-12-06 16:51:28 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,TRUE,FOOD00673
1,,696,Tallow,,"Tallow is a rendered form of beef or mutton fat, processed from suet. It is solid at room temperature. Unlike suet, tallow can be stored for extended periods without the need for refrigeration to prevent decomposition, provided it is kept in an airtight container to prevent oxidation. In industry, tallow is not strictly defined as beef or mutton fat. In this context, tallow is animal fat that conforms to certain technical criteria, including its melting point. It is common for commercial tallow to contain fat derived from other animals, such as lard from pigs, or even from plant sources.",,Tallow,696.jpg,image/jpeg,70468,2012-04-20 09:34:00 UTC,,Fats and oils,Animal fats,Type 2,2011-12-06 16:52:17 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,TRUE,FOOD00674
1,,697,Remoulade,,"Remoulade or rémoulade, invented in France, is a popular condiment in many countries. Very much like the tartar sauce of some English-speaking cultures, remoulade is often aioli- or mayonnaise-based. Although similar to tartar sauce, it is often more yellowish (or reddish in Louisiana), often flavored with curry, and sometimes contains chopped pickles or piccalilli. It can also contain horseradish, paprika, anchovies, capers and a host of other items. While its original purpose was possibly for serving with meats, it is now more often used as an accompaniment to seafood dishes, especially pan-fried breaded fish fillets and seafood cakes.",,Remoulade,697.jpg,image/jpeg,21165,2012-04-20 09:33:22 UTC,,Baking goods,Condiments,Type 2,2011-12-06 23:59:03 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,FALSE,FOOD00675
1,,698,Chocolate spread,,"Chocolate spread is a chocolate-flavoured paste which is eaten mostly spread on breads and toasts or similar pastries such as muffins and pitas. Chocolate spread is a product often favored by children and serves as a prevalent spread on their sandwiches. Some adults enjoy chocolate spread sandwiches as a comfort food. Although it tastes, smells, and looks like chocolate it does not solidify. The paste usually contains cocoa and oil, and is also likely to contain milk and additional taste and smell components. At times it also includes nuts or honey. Chocolate spread is normally sold in glass jars or plastic tubs.",,Chocolate spread,698.jpg,image/jpeg,123545,2012-04-20 09:44:04 UTC,,Confectioneries,Spreads,Type 2,2011-12-07 00:09:30 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,FALSE,FOOD00676
1,,699,Fruit gum,,"Rowntree's Fruit Gums are circular sweets formerly made by Rowntree's, who were later acquired by Nestlé. They appear in different colours, each with a different flavour: strawberry, orange, lemon, blackcurrant and lime. The sweets were first introduced in 1893, and originally marketed as Rowntree's Clear Gums - """"The nation's favourite sweet"""" - and were available in twopenny tubes and sixpenny packets. They are primarily composed of glucose syrup and fruit juices and are as a result similar to wine gums. In addition to the traditional roll packaging, they come in a larger volume box, that contains the sweets in the shape of the fruit or part of the fruit that the flavour represents. Originally the purple fruit gums were blueberry, but this changed to blackcurrant in the 1990s.",,Fruit_Gums,699.jpg,image/jpeg,53944,2012-04-20 09:38:43 UTC,,Confectioneries,Candies,Type 2,2011-12-07 00:12:29 UTC,2019-05-14 18:05:29 UTC,2,2,FALSE,specific,,FALSE,FOOD00677
1,,700,Curry powder,,"Curry powder is a spice mix of widely varying composition based on South Asian cuisine. Curry powder and the contemporary English use of the word curry are Western inventions and do not reflect any specific Indian food, though a similar mixture of spices used in north India is called garam masala. Curry powder is actually closer to the Tamil sambar powder, and the word curry is widely believed to be a corruption of the Tamil word kari, variously meaning something like sauce, cooked vegetables or meat. In the western world, curry powder mixtures tend to have a fairly standardized taste, though a great variety of spice mixtures are used in Indian cuisine. Curry powder was largely popularized during the nineteenth and twentieth centuries through the mass export of the condiment to the western table, throughout Europe and North and South America and through its use in British Army nations. Curry powder did not become standardized, as many of the original blends of curry powder were still available throughout the world. The late 1960s and early 1970s saw a growth of Indian-based food consumption in the west and internationally. This led to an increase of Indian restaurants throughout the world. The tradition of keeping special blends of curry powder simply became uneconomical, and curry powder became increasingly standardized outside India. Indian cooks often have readier access to a variety of fresh spices than their foreign counterparts. Some curry cooks will have their own specific mixtures for different recipes. These are often passed down from parent to child.",,Curry powder,700.jpg,image/jpeg,51762,2012-04-20 09:33:58 UTC,,Herbs and Spices,Herb and spice mixtures,Type 2,2011-12-07 00:17:26 UTC,2020-03-12 21:00:06 UTC,2,2,FALSE,specific,,TRUE,FOOD00678
1,,701,Other candy,,"Candy, also called sweets or lollies, is a confection that features sugar as a principal ingredient. The category, called sugar confectionery, encompasses any sweet confection, including chocolate, chewing gum, and sugar candy. Vegetables, fruit, or nuts which have been glazed and coated with sugar are said to be candied.
Physically, candy is characterized by the use of a significant amount of sugar, or, in the case of sugar-free candies, by the presence of sugar substitutes. Unlike a cake or loaf of bread that would be shared among many people, candies are usually made in smaller pieces. However, the definition of candy also depends upon how people treat the food. Unlike sweet pastries served for a dessert course at the end of a meal, candies are normally eaten casually, often with the fingers, as a snack between meals. Each culture has its own ideas of what constitutes candy rather than dessert. The same food may be a candy in one culture and a dessert in another.",,Candy,701.jpg,image/jpeg,103989,2012-04-20 09:41:40 UTC,,Confectioneries,Candies,Type 2,2011-12-07 00:19:12 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,FALSE,FOOD00679
1,,702,Meringue,,"Meringue, is a type of dessert, often associated with Swiss and French cuisine, made from whipped egg whites and sugar, and occasionally an acid such as cream of tartar or a small amount of vinegar. A binding agent such as cornstarch or gelatin may also be added. The addition of powdered sugar, which usually contains corn starch, to the uncooked meringue produces a pavlova, a national dish of Australia and New Zealand. The key to the formation of a good meringue is the formation of stiff peaks formed by denaturing the protein ovalbumin (a protein in the egg whites) via mechanical shear. Meringues are often flavoured with vanilla and a small amount of almond or coconut extract although if these extracts are based on an oil infusion then this, if used in excess, may inhibit the egg whites into forming a foam due to the fat from the oil. They are light, airy and sweet confections. Homemade meringues are often chewy and soft with a crisp exterior, although a uniform crisp texture may be achieved at home, whilst commercial meringues are crisp throughout.",,Meringue,702.jpg,image/jpeg,63916,2012-04-20 09:38:34 UTC,,Confectioneries,Other confectioneries,Type 2,2011-12-07 00:22:41 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,FALSE,FOOD00680
1,,703,Lard,,"Lard is pig fat in both its rendered and unrendered forms. Lard was commonly used in many cuisines as a cooking fat or shortening, or as a spread similar to butter. Its use in contemporary cuisine has diminished; however, many contemporary cooks and bakers favor it over other fats for select uses. The culinary qualities of lard vary somewhat depending on the part of the pig from which the fat was taken and how the lard was processed.",,Lard,703.jpg,image/jpeg,69349,2012-04-20 09:28:57 UTC,,Fats and oils,Animal fats,Type 2,2011-12-12 18:17:07 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,TRUE,FOOD00681
1,,704,Other animal fat,,"Animal fats and oils are lipid materials derived from animals. Physically, oils are liquid at room temperature, and fats are solid. Chemically, both fats and oils are composed of triglycerides. Although many animal parts and secretions may yield oil, in commercial practice, oil is extracted primarily from rendered tissue fats obtained from livestock animals like pigs, chickens and cows. Dairy products also yield popular animal fat and oil products such as cheese, butter, and milk.
Flesh and animal fat have a melting temperature of 184 °C, a boiling point of around 200 °C and an ignition point of 280 °C where it will burst into flames without spark. Certain substances such as goose fat produce a higher smoke point than other animal fats, but are still lower than many vegetable oils such as olive or avocado. ",,Animal_fat,704.jpg,image/jpeg,64863,2012-04-20 09:36:25 UTC,,Fats and oils,Animal fats,Type 2,2011-12-12 18:20:47 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,TRUE,FOOD00682
1,,705,Other cocoa product,,,,,705.jpg,image/jpeg,142916,2012-04-20 09:32:01 UTC,,Cocoa and cocoa products,Cocoa products,Type 2,2011-12-12 18:39:03 UTC,2020-03-12 21:02:24 UTC,2,2,FALSE,specific,,FALSE,FOOD00683
0,3641,706,Cocoa butter,,"Cocoa butter, also called theobroma oil, is a pale-yellow, pure edible vegetable fat extracted from the cocoa bean. It is used to make chocolate, biscuits, and baked goods, as well as some pharmaceuticals, ointments, and toiletries. Cocoa butter has a mild chocolate flavor and aroma. [Wikipedia]",,Cocoa_butter,706.jpg,image/jpeg,65352,2012-04-20 09:29:59 UTC,,Cocoa and cocoa products,Cocoa products,Type 2,2011-12-12 18:49:30 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,TRUE,FOOD00684
0,3641,707,Cocoa powder,,"Cocoa solids are the low-fat component of chocolate. When sold as an end product, it may also be called cocoa powder, cocoa, and cacao. In contrast, the fatty component of chocolate is cocoa butter. Cocoa butter makes up for 50% to 57% of the weight of cocoa beans and gives chocolate its characteristic melting properties. Cocoa liquor is the melted combination of cocoa butter and cocoa solids. Cocoa solids are obtained by extraction from the cocoa bean. [Wikipedia]",,Cocoa_solids,707.jpg,image/jpeg,41587,2012-04-20 09:37:45 UTC,,Cocoa and cocoa products,Cocoa products,Type 2,2011-12-12 21:30:35 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,TRUE,FOOD00685
1,,708,Cocoa liquor,,"Chocolate liquor (cocoa liquor) is pure chocolate in its liquid form. Like the cocoa beans (nibs) from which it is produced, it contains both cocoa solids and cocoa butter in roughly equal proportion.[Wikipedia]",,Chocolate_liquor,708.jpg,image/jpeg,110789,2012-04-20 09:38:09 UTC,,Cocoa and cocoa products,Cocoa products,Type 2,2011-12-12 21:33:09 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,TRUE,FOOD00686
1,,709,Chocolate,,"Chocolate is a range of products derived from cocoa, mixed with fat (i.e. cocoa butter and/or plant oils) and finely powdered sugar to produce a solid confection. There are several types of chocolate according to the proportion of cocoa used in a particular formulation. The use of particular name designations is sometimes subject to governmental regulation. [Wikipedia]",,Types_of_chocolate,709.jpg,image/jpeg,61307,2012-04-20 09:38:37 UTC,,Cocoa and cocoa products,Cocoa products,Type 2,2011-12-12 21:38:12 UTC,2020-03-12 21:00:08 UTC,2,2,FALSE,specific,,TRUE,FOOD00687
1,,710,Hot chocolate,,"Hot chocolate (also known as hot cocoa or just cocoa or chocolate milk) is a heated beverage typically consisting of shaved chocolate, melted chocolate or cocoa powder, heated milk or water, and sugar. Drinking chocolate is similar to hot chocolate, but is made from melted chocolate shavings or paste, rather than a powdered mix that is soluble in water, and is usually not as sweet. [Wikipedia]",,Hot_chocolate,710.jpg,image/jpeg,81938,2012-04-20 09:43:09 UTC,,Cocoa and cocoa products,Cocoa products,Type 2,2011-12-12 21:43:28 UTC,2020-03-12 21:00:11 UTC,2,2,FALSE,specific,,TRUE,FOOD00688
1,,711,Dried milk,,"Powdered milk is a manufactured dairy product made by evaporating milk to dryness. One purpose of drying milk is to preserve it; milk powder has a far longer shelf life than liquid milk and does not need to be refrigerated, due to its low moisture content. Another purpose is to reduce its bulk for economy of transportation. Powdered milk and dairy products include such items as dry whole milk, nonfat dry milk, dry buttermilk, dry whey products and dry dairy blends. [Wikipedia]",,Powdered_milk,711.jpg,image/jpeg,30532,2012-04-20 09:44:03 UTC,,Milk and milk products,Other milk products,Type 2,2011-12-12 22:14:05 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,TRUE,FOOD00689
1,,712,Milk (Other mammals),,"As an agricultural product, milk is extracted from mammals during or soon after pregnancy and used as food for humans. Worldwide, dairy farms produced about 730 million tonnes of milk in 2011, from 260 million dairy cows. India is the world's largest producer and consumer of milk, yet neither exports nor imports milk. New Zealand, the European Union's 28 member states, Australia, and the United States are the world's largest exporters of milk and milk products. China and Russia are the world's largest importers of milk and milk products.
Throughout the world, there are more than 6 billion consumers of milk and milk products. Over 750 million people live within dairy farming households. Milk is a key contributor to improving nutrition and food security particularly in developing countries. Improvements in livestock and dairy technology offer significant promise in reducing poverty and malnutrition in the world.",,Milk,712.jpg,image/jpeg,145780,2012-04-20 09:30:59 UTC,,Milk and milk products,Unfermented milks,Type 2,2011-12-12 22:26:15 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,TRUE,FOOD00690
1,,713,Kefir,,"Kefir (alternately kef?rs, keefir, kephir, kewra, talai, mudu kekiya, milkkefir, búlgaros) is a fermented milk drink that originated with shepherds of the North Caucasus region, who discovered that fresh milk carried in leather pouches would occasionally ferment into an effervescent beverage. It is prepared by inoculating cow, goat, or sheep's milk with kefir grains. Traditional kefir was made in skin bags that were hung near a doorway; the bag would be knocked by anyone passing through the doorway to help keep the milk and kefir grains well mixed. [Wikipedia]",,Kefir,713.jpg,image/jpeg,30328,2012-04-20 09:34:30 UTC,,Milk and milk products,Fermented milks,Type 2,2011-12-12 22:29:57 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,TRUE,FOOD00691
1,,714,Buttermilk,,"Buttermilk refers to a number of dairy drinks. Originally, buttermilk was the liquid left behind after churning butter out of cream. This type of buttermilk is known as traditional buttermilk. The term buttermilk also refers to a range of fermented milk drinks, common in warm climates (e.g. , the Middle East, Pakistan, India, and the Southern United States) where unrefrigerated fresh milk sours quickly, as well as in colder climates, such as Germany, Poland, Scandinavia and the Netherlands. This fermented dairy product known as cultured buttermilk is produced from cow's milk and has a characteristically sour taste caused by lactic acid bacteria. This variant is made using one of two species of bacteria—either Streptococcus lactis or Lactobacillus bulgaricus, which creates more tartness. The tartness of buttermilk is due to acid in the milk. The increased acidity is primarily due to lactic acid produced by lactic acid bacteria while fermenting lactose, the primary sugar in milk. As the bacteria produce lactic acid, the pH of the milk decreases and casein, the primary milk protein, precipitates, causing the curdling or clabbering of milk. This process makes buttermilk thicker than plain milk. While both traditional and cultured buttermilk contain lactic acid, traditional buttermilk tends to be less viscous, whereas cultured buttermilk is more viscous. Buttermilk can be drunk straight, and it can also be used in cooking. Soda bread is a bread in which buttermilk reacts with the rising agent, sodium bicarbonate, to produce carbon dioxide.",,Buttermilk,714.jpg,image/jpeg,86704,2012-04-20 09:36:29 UTC,,Milk and milk products,Fermented milks,Type 2,2011-12-12 23:35:29 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,TRUE,FOOD00692
1,,715,Other fermented milk,,"Fermented milk products, also known as cultured dairy foods, cultured dairy products, or cultured milk products, are dairy foods that have been fermented with lactic acid bacteria such as Lactobacillus, Lactococcus, and Leuconostoc. The fermentation process increases the shelf-life of the product, while enhancing the taste and improving the digestibility of milk. There is evidence that fermented milk products have been produced since around 10,000 BC. A range of different Lactobacilli strains has been grown in laboratories allowing for a wide range of cultured milk products with different tastes.",,Fermented_milk_products,715.jpg,image/jpeg,13155,2012-04-20 09:34:10 UTC,,Milk and milk products,Fermented milks,Type 2,2011-12-12 23:44:50 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,TRUE,FOOD00693
1,,716,Soy sauce,,"Soy sauce (also called soya sauce) is a condiment produced by fermenting soybeans with Aspergillus oryzae or Aspergillus sojae molds, along with water and salt. After the fermentation, which yields fermented soybean paste, the paste is pressed, and two substances are obtained: a liquid, which is the soy sauce, and a cake of (wheat and) soy residue, the latter being usually reused as animal feed. Soy sauce is a traditional ingredient in East and Southeast Asian cuisines, where it is used in cooking and as a condiment. All varieties of soy sauce are salty, earthy, brownish liquids intended to season food while cooking or at the table. [Wikipedia]",,Soy_sauce,716.jpg,image/jpeg,8472,2012-04-20 09:44:17 UTC,,Soy,Soy products,Type 2,2011-12-12 23:57:21 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,TRUE,FOOD00694
1,,717,Miso,,"Miso is a traditional Japanese seasoning produced by fermenting rice, barley and/or soybeans, with salt and the fungus k?jikin, the most typical miso being made with soy. The result is a thick paste used for sauces and spreads, pickling vegetables or meats, and mixing with dashi soup stock to serve as miso soup called misoshiru, a Japanese culinary staple. High in protein and rich in vitamins and minerals, miso played an important nutritional role in feudal Japan. Miso is still very widely used in Japan, both in traditional and modern cooking, and has been gaining world-wide interest. Miso is typically salty, but its flavor and aroma depend on various factors in the ingredients and fermentation process. There is a very wide variety of miso available. Different varieties of miso have been described as salty, sweet, earthy, fruity, and savory. [Wikipedia]",,Miso,717.jpg,image/jpeg,66987,2012-04-20 09:31:18 UTC,,Soy,Soy products,Type 2,2011-12-13 00:03:37 UTC,2020-03-12 21:00:16 UTC,2,2,FALSE,specific,,TRUE,FOOD00695
1,3847,718,Tofu,,"Tofu is a food made by coagulating soy milk and then pressing the resulting curds into soft white blocks. It is part of East Asian and Southeast Asian cuisine such as Chinese, Japanese, Korean, Indonesian, Vietnamese, and others. There are many different varieties of tofu, including fresh tofu and tofu that has been processed in some way. Tofu has a subtle flavor and can be used in savory and sweet dishes. It is often seasoned or marinated to suit the dish. Tofu has a low calorie count, relatively large amounts of protein, and little fat. It is high in iron and, depending on the coagulant used in manufacturing, may also be high in calcium and/or magnesium. [Wikipedia]",,Tofu,718.jpg,image/jpeg,35262,2012-04-20 09:30:22 UTC,,Soy,Soy products,Type 2,2011-12-13 00:08:03 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,TRUE,FOOD00696
1,,721,Zwieback,,"Zwieback is a type of crisp, sweetened bread, made with eggs and baked twice. [Wikipedia]",,Zwieback,721.jpg,image/jpeg,104822,2012-04-20 09:33:55 UTC,,Cereals and cereal products,Leavened breads,Type 2,2011-12-13 23:24:52 UTC,2020-03-12 21:02:00 UTC,2,2,FALSE,specific,,TRUE,FOOD00697
1,,722,Roe,,"Roe or hard roe is the fully ripe internal egg masses in the ovaries, or the released external egg masses of fish and certain marine animals, such as shrimp, scallop and sea urchins. As a seafood, roe is used both as a cooked ingredient in many dishes and as a raw ingredient. The term soft roe or white roe denotes fish milt. [Wikipedia]",,Roe,722.jpg,image/jpeg,99012,2012-04-20 09:35:47 UTC,,Aquatic foods,Roe,Type 2,2011-12-13 23:46:21 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,generic,,TRUE,FOOD00698
1,,724,Icing,,"Icing, also called frosting in the United States, is a sweet often creamy glaze made of sugar with a liquid such as water or milk, that is often enriched with ingredients such as butter, egg whites, cream cheese, or flavorings and is used to cover or decorate baked goods, such as cakes or cookies. [Wikipedia]",,Icing_(food),724.jpg,image/jpeg,88245,2012-04-20 09:42:49 UTC,,Confectioneries,Other confectioneries,Type 2,2011-12-14 00:04:07 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,FALSE,FOOD00700
1,,725,Snack bar,,,,,725.jpg,image/jpeg,61349,2012-04-20 09:41:33 UTC,,Snack foods,Snack foods,Type 2,2011-12-14 00:21:10 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,FALSE,FOOD00701
1,,727,Energy drink,,"Energy drinks are beverages whose producers advertise that they """"boost energy."""" Energy drinks generally contain methylxanthines (including caffeine), B vitamins, and herbs. Other commonly used ingredients are carbonated water, guarana, yerba mate, açaí, and taurine, plus various forms of ginseng, maltodextrin, inositol, carnitine, creatine, glucuronolactone, and ginkgo biloba. Some contain high levels of sugar, and many brands offer artificially sweetened 'diet' versions. A common ingredient in most energy drinks is caffeine (often in the form of guarana or yerba mate). Energy drinks contain about three times the amount of caffeine as cola. [Wikipedia]",,Energy_drink,727.jpg,image/jpeg,87630,2012-04-20 09:29:42 UTC,,Beverages,Nutritional beverages,Type 2,2011-12-14 17:08:40 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,FALSE,FOOD00703
1,,728,Burrito,,"A burrito, or taco de harina, is a type of Mexican food. It consists of a wheat flour tortilla wrapped or folded around a filling. The flour tortilla is usually lightly grilled or steamed, to soften it and make it more pliable. In Mexico, refried beans or meat are sometimes the only fillings. In the United States, however, fillings generally include a combination of ingredients such as Mexican-style rice or plain rice, refried beans or beans, lettuce, salsa, meat, avocado, cheese, and sour cream, and the size varies, with some burritos considerably larger than their Mexican counterparts. [Wikipedia]",,Burrito,728.jpg,image/jpeg,101182,2012-04-20 09:30:33 UTC,,Dishes,Tex-Mex cuisine,Type 2,2011-12-14 17:13:45 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,FALSE,FOOD00704
1,,729,Hamburger,,"A hamburger (also called a hamburger sandwich or burger) is a sandwich consisting of a cooked patty of ground meat (usually beef, but occasionally pork or a combination of meats) usually placed inside a sliced bread roll. Hamburgers are often served with lettuce, bacon, tomato, onion, pickles, cheese and condiments such as mustard, mayonnaise, ketchup and relish. The term hamburger or burger can also be applied to the meat patty on its own, especially in the UK where the term """"patty"""" is rarely used, although the term """"hamburger"""" is rarely used in Commonwealth nations (other than Canada and Australia). [Wikipedia]",,Hamburger,729.jpg,image/jpeg,208642,2012-04-20 09:40:25 UTC,,Dishes,Sandwiches,Type 2,2011-12-14 17:34:31 UTC,2019-05-14 18:05:30 UTC,2,2,FALSE,specific,,FALSE,FOOD00705
